dataset,video_num,question_w_q_morph,question,Gloss level Korean Sign Language (GKSL) sentence,Word level Korean Language (WKL) sentence
NIA-2020,1556,,FALSE,육교 곳 다음 도착 내리다,육교 지나서 내려주세요.
NIA-2020,1557,,FALSE,육교 곳 다음 도착 내리다,육교 지나서 내려주세요.
NIA-2020,1558,,FALSE,육교 곳 다음 도착 차내리다,육교 지나서 내려주세요.
NIA-2020,1559,,FALSE,육교 곳 다음 도착 차내리다,육교 지나서 내려주세요.
NIA-2020,1560,,FALSE,육교 곳 다음 여기,육교 지나서 내려주세요.
NIA-2020,1561,,FALSE,보건소 곳 다음 내리다,보건소 지나서 내려주세요.
NIA-2020,1562,,FALSE,보건소 곳 다음 내리다,보건소 지나서 내려주세요.
NIA-2020,1563,,FALSE,보건소 곳 다음 차내리다,보건소 지나서 내려주세요.
NIA-2020,1564,,FALSE,보건소 곳 다음 차내리다,보건소 지나서 내려주세요.
NIA-2020,1565,,FALSE,보건소 곳 다음,보건소 지나서 내려주세요.
NIA-2020,1566,,FALSE,보건소 곳 다음 도착 내리다,보건소 지나서 내려주세요.
NIA-2020,1567,,FALSE,보건소 곳 다음 도착 내리다,보건소 지나서 내려주세요.
NIA-2020,1568,,FALSE,보건소 곳 다음 도착 차내리다,보건소 지나서 내려주세요.
NIA-2020,1569,,FALSE,보건소 곳 다음 도착 차내리다,보건소 지나서 내려주세요.
NIA-2020,1570,,FALSE,보건소 곳 다음 여기,보건소 지나서 내려주세요.
NIA-2020,1571,,FALSE,언덕 다음 여기,언덕 지나서 내려주세요.
NIA-2020,1572,,FALSE,언덕 저기 곳 다음 내리다,언덕 지나서 내려주세요.
NIA-2020,1573,,FALSE,언덕 저기 곳 다음 내리다,언덕 지나서 내려주세요.
NIA-2020,1574,,FALSE,언덕 저기 곳 다음 차내리다,언덕 지나서 내려주세요.
NIA-2020,1575,,FALSE,언덕 저기 곳 다음 차내리다,언덕 지나서 내려주세요.
NIA-2020,1576,,FALSE,언덕 저기 곳 다음,언덕 지나서 내려주세요.
NIA-2020,1577,,FALSE,언덕 저기 곳 다음 도착 내리다,언덕 지나서 내려주세요.
NIA-2020,1578,,FALSE,언덕 저기 곳 다음 도착 내리다,언덕 지나서 내려주세요.
NIA-2020,1579,,FALSE,언덕 저기 곳 다음 도착 차내리다,언덕 지나서 내려주세요.
NIA-2020,1580,,FALSE,언덕 저기 곳 다음 도착 차내리다,언덕 지나서 내려주세요.
NIA-2020,1581,,FALSE,은행 다음 여기,은행 지나서 내려주세요.
NIA-2020,1582,,FALSE,은행 저기 곳 다음 내리다,은행 지나서 내려주세요.
NIA-2020,1583,,FALSE,은행 저기 곳 다음 내리다,은행 지나서 내려주세요.
NIA-2020,1584,,FALSE,은행 저기 곳 다음 차내리다,은행 지나서 내려주세요.
NIA-2020,1585,,FALSE,은행 저기 곳 다음 차내리다,은행 지나서 내려주세요.
NIA-2020,1586,,FALSE,은행 저기 곳 다음,은행 지나서 내려주세요.
NIA-2020,1587,,FALSE,은행 저기 곳 다음 도착 내리다,은행 지나서 내려주세요.
NIA-2020,1588,,FALSE,은행 저기 곳 다음 도착 내리다,은행 지나서 내려주세요.
NIA-2020,1589,,FALSE,은행 저기 곳 다음 도착 차내리다,은행 지나서 내려주세요.
NIA-2020,1590,,FALSE,은행 저기 곳 다음 도착 차내리다,은행 지나서 내려주세요.
NIA-2020,1591,,FALSE,경찰 곳 다음 여기,경찰서 지나서 내려주세요.
NIA-2020,1592,,FALSE,경찰 저기 곳 다음 내리다,경찰서 지나서 내려주세요.
NIA-2020,1593,,FALSE,경찰 저기 곳 다음 내리다,경찰서 지나서 내려주세요.
NIA-2020,1594,,FALSE,경찰 저기 곳 다음 차내리다,경찰서 지나서 내려주세요.
NIA-2020,1595,,FALSE,경찰 저기 곳 다음 차내리다,경찰서 지나서 내려주세요.
NIA-2020,1596,,FALSE,경찰 저기 곳 다음,경찰서 지나서 내려주세요.
NIA-2020,1597,,FALSE,경찰 저기 곳 다음 도착 내리다,경찰서 지나서 내려주세요.
NIA-2020,1598,,FALSE,경찰 저기 곳 다음 도착 내리다,경찰서 지나서 내려주세요.
NIA-2020,1599,,FALSE,경찰 저기 곳 다음 도착 차내리다,경찰서 지나서 내려주세요.
NIA-2020,1600,,FALSE,경찰 저기 곳 다음 도착 차내리다,경찰서 지나서 내려주세요.
NIA-2020,1601,,FALSE,편지 저기 곳,우체국 지나서 내려주세요.
NIA-2020,1602,,FALSE,편지 저기 곳 다음 내리다,우체국 지나서 내려주세요.
NIA-2020,1603,,FALSE,편지 저기 곳 다음 내리다,우체국 지나서 내려주세요.
NIA-2020,1604,,FALSE,편지 저기 곳 다음 차내리다,우체국 지나서 내려주세요.
NIA-2020,1605,,FALSE,편지 저기 곳 다음 차내리다,우체국 지나서 내려주세요.
NIA-2020,1606,,FALSE,편지 저기 곳 다음,우체국 지나서 내려주세요.
NIA-2020,1607,,FALSE,편지 저기 곳 다음 도착 내리다,우체국 지나서 내려주세요.
NIA-2020,1608,,FALSE,편지 저기 곳 다음 도착 내리다,우체국 지나서 내려주세요.
NIA-2020,1609,,FALSE,편지 저기 곳 다음 도착 차내리다,우체국 지나서 내려주세요.
NIA-2020,1610,,FALSE,편지 저기 곳 다음 도착 차내리다,우체국 지나서 내려주세요.
NIA-2020,1611,,TRUE,신호등 다음 내리다,신호등 지나서 내려드릴까요?
NIA-2020,1612,,TRUE,신호등 다음 내리다,신호등 지나서 내려드릴까요?
NIA-2020,1613,,FALSE,힘들다,힘듭니다.
NIA-2020,1614,,TRUE,신호등 다음 차내리다,신호등 지나서 내려드릴까요?
NIA-2020,1615,,TRUE,신호등 다음 곳,신호등 지나서 내려드릴까요?
NIA-2020,1616,,TRUE,신호등 다음 도착 내리다,신호등 지나서 내려드릴까요?
NIA-2020,1617,,TRUE,신호등 다음 도착 내리다,신호등 지나서 내려드릴까요?
NIA-2020,1618,,TRUE,신호등 다음 도착 차내리다,신호등 지나서 내려드릴까요?
NIA-2020,1619,,TRUE,신호등 다음 도착 차내리다,신호등 지나서 내려드릴까요?
NIA-2020,1620,,TRUE,신호등 다음 여기,신호등 지나서 내려드릴까요?
NIA-2020,1621,,TRUE,터널 다음 내리다,터널 지나서 내려드릴까요?
NIA-2020,1622,,TRUE,터널 다음 내리다,터널 지나서 내려드릴까요?
NIA-2020,1623,,TRUE,터널 다음 차내리다,터널 지나서 내려드릴까요?
NIA-2020,1624,,TRUE,터널 다음 차내리다,터널 지나서 내려드릴까요?
NIA-2020,1625,,TRUE,터널 다음 곳,터널 지나서 내려드릴까요?
NIA-2020,1626,,TRUE,터널 다음 도착 내리다,터널 지나서 내려드릴까요?
NIA-2020,1627,,TRUE,터널 다음 도착 내리다,터널 지나서 내려드릴까요?
NIA-2020,1628,,TRUE,터널 다음 도착 차내리다,터널 지나서 내려드릴까요?
NIA-2020,1629,,TRUE,터널 다음 도착 차내리다,터널 지나서 내려드릴까요?
NIA-2020,1630,,TRUE,터널 다음 여기,터널 지나서 내려드릴까요?
NIA-2020,1631,,TRUE,지하철 곳 다음 내리다,지하철역 지나서 내려드릴까요?
NIA-2020,1632,,TRUE,지하철 곳 다음 내리다,지하철역 지나서 내려드릴까요?
NIA-2020,1633,,TRUE,지하철 곳 다음 차내리다,지하철역 지나서 내려드릴까요?
NIA-2020,1634,,TRUE,지하철 곳 다음 차내리다,지하철역 지나서 내려드릴까요?
NIA-2020,1635,,TRUE,지하철 곳 다음 곳,지하철역 지나서 내려드릴까요?
NIA-2020,1636,,TRUE,지하철 곳 다음 도착 내리다,지하철역 지나서 내려드릴까요?
NIA-2020,1637,,TRUE,지하철 곳 다음 도착 내리다,지하철역 지나서 내려드릴까요?
NIA-2020,1638,,TRUE,지하철 곳 다음 도착 차내리다,지하철역 지나서 내려드릴까요?
NIA-2020,1639,,TRUE,지하철 곳 다음 도착 차내리다,지하철역 지나서 내려드릴까요?
NIA-2020,1640,,TRUE,지하철 곳 다음 여기,지하철역 지나서 내려드릴까요?
NIA-2020,1641,,TRUE,군청 곳 다음 내리다,주민센터 지나서 내려드릴까요?
NIA-2020,1642,,TRUE,군청 곳 다음 내리다,주민센터 지나서 내려드릴까요?
NIA-2020,1643,,TRUE,군청 곳 다음 차내리다,주민센터 지나서 내려드릴까요?
NIA-2020,1644,,TRUE,군청 곳 다음 차내리다,주민센터 지나서 내려드릴까요?
NIA-2020,1645,,TRUE,군청 곳 다음 곳,주민센터 지나서 내려드릴까요?
NIA-2020,1646,,TRUE,군청 곳 다음 도착 내리다,주민센터 지나서 내려드릴까요?
NIA-2020,1647,,TRUE,군청 곳 다음 도착 내리다,주민센터 지나서 내려드릴까요?
NIA-2020,1648,,TRUE,군청 곳 다음 도착 차내리다,주민센터 지나서 내려드릴까요?
NIA-2020,1649,,TRUE,군청 곳 다음 도착 차내리다,주민센터 지나서 내려드릴까요?
NIA-2020,1650,,TRUE,군청 곳 다음 여기,주민센터 지나서 내려드릴까요?
NIA-2020,1651,,TRUE,병원 다음 여기,병원 지나서 내려드릴까요?
NIA-2020,1652,,TRUE,병원 다음 내리다,병원 지나서 내려드릴까요?
NIA-2020,1653,,TRUE,병원 다음 내리다,병원 지나서 내려드릴까요?
NIA-2020,1654,,TRUE,병원 다음 차내리다,병원 지나서 내려드릴까요?
NIA-2020,1655,,TRUE,병원 다음 차내리다,병원 지나서 내려드릴까요?
NIA-2020,1656,,TRUE,병원 저기 다음 곳,병원 지나서 내려드릴까요?
NIA-2020,1657,,TRUE,병원 저기 다음 도착 내리다,병원 지나서 내려드릴까요?
NIA-2020,1658,,TRUE,병원 저기 다음 도착 내리다,병원 지나서 내려드릴까요?
NIA-2020,1659,,TRUE,병원 저기 다음 도착 차내리다,병원 지나서 내려드릴까요?
NIA-2020,1660,,TRUE,병원 저기 다음 도착 차내리다,병원 지나서 내려드릴까요?
NIA-2020,1661,,TRUE,샛길 다음 여기,골목길 지나서 내려드릴까요?
NIA-2020,1662,,TRUE,샛길 다음 내리다,골목길 지나서 내려드릴까요?
NIA-2020,1663,,TRUE,샛길 다음 내리다,골목길 지나서 내려드릴까요?
NIA-2020,1664,,TRUE,샛길 다음 차내리다,골목길 지나서 내려드릴까요?
NIA-2020,1665,,TRUE,샛길 다음 차내리다,골목길 지나서 내려드릴까요?
NIA-2020,1666,,TRUE,샛길 저기 다음 곳,골목길 지나서 내려드릴까요?
NIA-2020,1667,,TRUE,샛길 저기 다음 도착 내리다,골목길 지나서 내려드릴까요?
NIA-2020,1668,,TRUE,샛길 저기 다음 도착 내리다,골목길 지나서 내려드릴까요?
NIA-2020,1669,,TRUE,샛길 저기 다음 도착 차내리다,골목길 지나서 내려드릴까요?
NIA-2020,1670,,TRUE,샛길 저기 다음 도착 차내리다,골목길 지나서 내려드릴까요?
NIA-2020,1671,,TRUE,버스 곳 다음 여기,버스정류장 지나서 내려드릴까요?
NIA-2020,1672,,TRUE,버스 곳 다음 내리다,버스정류장 지나서 내려드릴까요?
NIA-2020,1673,,TRUE,버스 곳 다음 내리다,버스정류장 지나서 내려드릴까요?
NIA-2020,1674,,TRUE,버스 곳 다음 차내리다,버스정류장 지나서 내려드릴까요?
NIA-2020,1675,,TRUE,버스 곳 다음 차내리다,버스정류장 지나서 내려드릴까요?
NIA-2020,1676,,TRUE,버스 곳 저기 다음 곳,버스정류장 지나서 내려드릴까요?
NIA-2020,1677,,TRUE,버스 곳 저기 다음 도착 내리다,버스정류장 지나서 내려드릴까요?
NIA-2020,1678,,TRUE,버스 곳 저기 다음 도착 내리다,버스정류장 지나서 내려드릴까요?
NIA-2020,1679,,TRUE,버스 곳 저기 다음 도착 차내리다,버스정류장 지나서 내려드릴까요?
NIA-2020,1680,,TRUE,버스 곳 저기 다음 도착 차내리다,버스정류장 지나서 내려드릴까요?
NIA-2020,1681,,TRUE,119 곳 다음 여기,소방서 지나서 내려드릴까요?
NIA-2020,1682,,TRUE,119 곳 다음 내리다,소방서 지나서 내려드릴까요?
NIA-2020,1683,,TRUE,119 곳 다음 내리다,소방서 지나서 내려드릴까요?
NIA-2020,1684,,TRUE,119 곳 다음 차내리다,소방서 지나서 내려드릴까요?
NIA-2020,1685,,TRUE,119 곳 다음 차내리다,소방서 지나서 내려드릴까요?
NIA-2020,1686,,TRUE,119 곳 저기 다음 곳,소방서 지나서 내려드릴까요?
NIA-2020,1687,,TRUE,119 곳 저기 다음 도착 내리다,소방서 지나서 내려드릴까요?
NIA-2020,1688,,TRUE,119 곳 저기 다음 도착 내리다,소방서 지나서 내려드릴까요?
NIA-2020,1689,,TRUE,119 곳 저기 다음 도착 차내리다,소방서 지나서 내려드릴까요?
NIA-2020,1690,,TRUE,119 곳 저기 다음 도착 차내리다,소방서 지나서 내려드릴까요?
NIA-2020,1691,,TRUE,사거리 다음 내리다,사거리 지나서 내려드릴까요?
NIA-2020,1692,,TRUE,사거리 다음 내리다,사거리 지나서 내려드릴까요?
NIA-2020,1693,,TRUE,사거리 다음 차내리다,사거리 지나서 내려드릴까요?
NIA-2020,1694,,TRUE,사거리 다음 차내리다,사거리 지나서 내려드릴까요?
NIA-2020,1695,,TRUE,사거리 다음,사거리 지나서 내려드릴까요?
NIA-2020,1696,,TRUE,사거리 다음 도착 내리다,사거리 지나서 내려드릴까요?
NIA-2020,1697,,TRUE,사거리 다음 도착 내리다,사거리 지나서 내려드릴까요?
NIA-2020,1698,,TRUE,사거리 다음 도착 차내리다,사거리 지나서 내려드릴까요?
NIA-2020,1699,,TRUE,사거리 다음 도착 차내리다,사거리 지나서 내려드릴까요?
NIA-2020,1700,,TRUE,사거리 다음 여기,사거리 지나서 내려드릴까요?
NIA-2020,1701,,TRUE,대로 다음 내리다,큰 길 지나서 내려드릴까요?
NIA-2020,1702,,TRUE,대로 다음 내리다,큰 길 지나서 내려드릴까요?
NIA-2020,1703,,TRUE,대로 다음 차내리다,큰 길 지나서 내려드릴까요?
NIA-2020,1704,,TRUE,대로 다음 차내리다,큰 길 지나서 내려드릴까요?
NIA-2020,1705,,TRUE,대로 다음,큰 길 지나서 내려드릴까요?
NIA-2020,1706,,TRUE,대로 다음 도착 내리다,큰 길 지나서 내려드릴까요?
NIA-2020,1707,,TRUE,대로 다음 도착 내리다,큰 길 지나서 내려드릴까요?
NIA-2020,1708,,TRUE,대로 다음 도착 차내리다,큰 길 지나서 내려드릴까요?
NIA-2020,1709,,TRUE,대로 다음 도착 차내리다,큰 길 지나서 내려드릴까요?
NIA-2020,1710,,TRUE,대로 다음 여기,큰 길 지나서 내려드릴까요?
NIA-2020,1711,,TRUE,육교 곳 다음 내리다,육교 지나서 내려드릴까요?
NIA-2020,1712,,TRUE,육교 곳 다음 내리다,육교 지나서 내려드릴까요?
NIA-2020,1713,,TRUE,육교 곳 다음 차내리다,육교 지나서 내려드릴까요?
NIA-2020,1714,,TRUE,육교 곳 다음 차내리다,육교 지나서 내려드릴까요?
NIA-2020,1715,,TRUE,육교 곳 다음,육교 지나서 내려드릴까요?
NIA-2020,1716,,TRUE,육교 곳 다음 도착 내리다,육교 지나서 내려드릴까요?
NIA-2020,1717,,TRUE,육교 곳 다음 도착 내리다,육교 지나서 내려드릴까요?
NIA-2020,1718,,TRUE,육교 곳 다음 도착 차내리다,육교 지나서 내려드릴까요?
NIA-2020,1719,,TRUE,육교 곳 다음 도착 차내리다,육교 지나서 내려드릴까요?
NIA-2020,1720,,TRUE,육교 곳 다음 여기,육교 지나서 내려드릴까요?
NIA-2020,1721,,TRUE,보건소 곳 다음 내리다,보건소 지나서 내려드릴까요?
NIA-2020,1722,,TRUE,보건소 곳 다음 내리다,보건소 지나서 내려드릴까요?
NIA-2020,1723,,TRUE,보건소 곳 다음 차내리다,보건소 지나서 내려드릴까요?
NIA-2020,1724,,TRUE,보건소 곳 다음 차내리다,보건소 지나서 내려드릴까요?
NIA-2020,1725,,TRUE,보건소 곳 다음,보건소 지나서 내려드릴까요?
NIA-2020,1726,,TRUE,보건소 곳 다음 도착 내리다,보건소 지나서 내려드릴까요?
NIA-2020,1727,,TRUE,보건소 곳 다음 도착 내리다,보건소 지나서 내려드릴까요?
NIA-2020,1728,,TRUE,보건소 곳 다음 도착 차내리다,보건소 지나서 내려드릴까요?
NIA-2020,1729,,TRUE,보건소 곳 다음 도착 차내리다,보건소 지나서 내려드릴까요?
NIA-2020,1730,,TRUE,보건소 곳 다음 여기,보건소 지나서 내려드릴까요?
NIA-2020,1731,,TRUE,언덕 다음 여기,언덕 지나서 내려드릴까요?
NIA-2020,1732,,TRUE,언덕 저기 곳 다음 내리다,언덕 지나서 내려드릴까요?
NIA-2020,1733,,TRUE,언덕 저기 곳 다음 내리다,언덕 지나서 내려드릴까요?
NIA-2020,1734,,TRUE,언덕 저기 곳 다음 차내리다,언덕 지나서 내려드릴까요?
NIA-2020,1735,,TRUE,언덕 저기 곳 다음 차내리다,언덕 지나서 내려드릴까요?
NIA-2020,1736,,TRUE,언덕 저기 곳 다음,언덕 지나서 내려드릴까요?
NIA-2020,1737,,TRUE,언덕 저기 곳 다음 도착 내리다,언덕 지나서 내려드릴까요?
NIA-2020,1738,,TRUE,언덕 저기 곳 다음 도착 내리다,언덕 지나서 내려드릴까요?
NIA-2020,1739,,TRUE,언덕 저기 곳 다음 도착 차내리다,언덕 지나서 내려드릴까요?
NIA-2020,1740,,TRUE,언덕 저기 곳 다음 도착 차내리다,언덕 지나서 내려드릴까요?
NIA-2020,1741,,TRUE,은행 다음 여기,은행 지나서 내려드릴까요?
NIA-2020,1742,,TRUE,은행 저기 곳 다음 내리다,은행 지나서 내려드릴까요?
NIA-2020,1743,,TRUE,은행 저기 곳 다음 내리다,은행 지나서 내려드릴까요?
NIA-2020,1744,,TRUE,은행 저기 곳 다음 차내리다,은행 지나서 내려드릴까요?
NIA-2020,1745,,TRUE,은행 저기 곳 다음 차내리다,은행 지나서 내려드릴까요?
NIA-2020,1746,,TRUE,은행 저기 곳 다음,은행 지나서 내려드릴까요?
NIA-2020,1747,,TRUE,은행 저기 곳 다음 도착 내리다,은행 지나서 내려드릴까요?
NIA-2020,1748,,TRUE,은행 저기 곳 다음 도착 내리다,은행 지나서 내려드릴까요?
NIA-2020,1749,,TRUE,은행 저기 곳 다음 도착 차내리다,은행 지나서 내려드릴까요?
NIA-2020,1750,,TRUE,은행 저기 곳 다음 도착 차내리다,은행 지나서 내려드릴까요?
NIA-2020,1751,,TRUE,경찰 다음 여기,경찰서 지나서 내려드릴까요?
NIA-2020,1752,,TRUE,경찰 저기 곳 다음 내리다,경찰서 지나서 내려드릴까요?
NIA-2020,1753,,TRUE,경찰 저기 곳 다음 내리다,경찰서 지나서 내려드릴까요?
NIA-2020,1754,,TRUE,경찰 저기 곳 다음 차내리다,경찰서 지나서 내려드릴까요?
NIA-2020,1755,,TRUE,경찰 저기 곳 다음 차내리다,경찰서 지나서 내려드릴까요?
NIA-2020,1756,,TRUE,경찰 저기 곳 다음,경찰서 지나서 내려드릴까요?
NIA-2020,1757,,TRUE,경찰 저기 곳 다음 도착 내리다,경찰서 지나서 내려드릴까요?
NIA-2020,1758,,TRUE,경찰 저기 곳 다음 도착 내리다,경찰서 지나서 내려드릴까요?
NIA-2020,1759,,TRUE,경찰 저기 곳 다음 도착 차내리다,경찰서 지나서 내려드릴까요?
NIA-2020,1760,,TRUE,경찰 저기 곳 다음 도착 차내리다,경찰서 지나서 내려드릴까요?
NIA-2020,1761,,TRUE,편지 다음 여기,우체국 지나서 내려드릴까요?
NIA-2020,1762,,TRUE,편지 저기 곳 다음 내리다,우체국 지나서 내려드릴까요?
NIA-2020,1763,,TRUE,편지 저기 곳 다음 내리다,우체국 지나서 내려드릴까요?
NIA-2020,1764,,TRUE,편지 저기 곳 다음 차내리다,우체국 지나서 내려드릴까요?
NIA-2020,1765,,TRUE,편지 저기 곳 다음 차내리다,우체국 지나서 내려드릴까요?
NIA-2020,1766,,TRUE,편지 저기 곳 다음,우체국 지나서 내려드릴까요?
NIA-2020,1767,,TRUE,편지 저기 곳 다음 도착 내리다,우체국 지나서 내려드릴까요?
NIA-2020,1768,,TRUE,편지 저기 곳 다음 도착 내리다,우체국 지나서 내려드릴까요?
NIA-2020,1769,,TRUE,편지 저기 곳 다음 도착 차내리다,우체국 지나서 내려드릴까요?
NIA-2020,1770,,TRUE,편지 저기 곳 다음 도착 차내리다,우체국 지나서 내려드릴까요?
NIA-2020,1771,,FALSE,맞다,맞습니다.
NIA-2020,1772,X,TRUE,맞다,맞나요?
NIA-2020,1773,,FALSE,알다,알겠습니다.
NIA-2020,1774,X,TRUE,알다,아시겠죠?
NIA-2020,1775,,FALSE,필요없다,필요없습니다.
NIA-2020,1776,X,TRUE,필요없다,필요없으신가요?
NIA-2020,1777,,TRUE,가방 잃어버리다,가방을 분실하셨나요?
NIA-2020,1778,,TRUE,가방 없다 잃어버리다,가방을 분실하셨나요?
NIA-2020,1779,,TRUE,가방 실종,가방을 분실하셨나요?
NIA-2020,1780,,TRUE,가방 없다 실종,가방을 분실하셨나요?
NIA-2020,1781,,TRUE,가방 찾다 실종,가방을 분실하셨나요?
NIA-2020,1782,,TRUE,가방 사라지다 실종,가방을 분실하셨나요?
NIA-2020,1783,,TRUE,가방 잃어버리다 실종,가방을 분실하셨나요?
NIA-2020,1784,,TRUE,가방 실종 잃어버리다,가방을 분실하셨나요?
NIA-2020,1785,,TRUE,아이 잃어버리다,아이를 잃어버리셨나요?
NIA-2020,1786,,TRUE,아이 없다 잃어버리다,아이를 잃어버리셨나요?
NIA-2020,1787,,TRUE,아이 실종,아이를 잃어버리셨나요?
NIA-2020,1788,,TRUE,아이 없다 실종,아이를 잃어버리셨나요?
NIA-2020,1789,,TRUE,아이 찾다 실종,아이를 잃어버리셨나요?
NIA-2020,1790,,TRUE,아이 사라지다 실종,아이를 잃어버리셨나요?
NIA-2020,1791,,TRUE,아이 잃어버리다 실종,아이를 잃어버리셨나요?
NIA-2020,1792,,TRUE,아이 실종 잃어버리다,아이를 잃어버리셨나요?
NIA-2020,1793,,TRUE,열쇠 잃어버리다,열쇠를 잃어버리셨나요?
NIA-2020,1794,,TRUE,열쇠 없다 잃어버리다,열쇠를 잃어버리셨나요?
NIA-2020,1795,,TRUE,열쇠 실종,열쇠를 잃어버리셨나요?
NIA-2020,1796,,TRUE,열쇠 없다 실종,열쇠를 잃어버리셨나요?
NIA-2020,1797,,TRUE,열쇠 찾다 실종,열쇠를 잃어버리셨나요?
NIA-2020,1798,,TRUE,열쇠 사라지다 실종,열쇠를 잃어버리셨나요?
NIA-2020,1799,,TRUE,열쇠 잃어버리다 실종,열쇠를 잃어버리셨나요?
NIA-2020,1800,,TRUE,열쇠 실종 잃어버리다,열쇠를 잃어버리셨나요?
NIA-2020,1801,,TRUE,우산 잃어버리다,우산을 잃어버리셨나요?
NIA-2020,1802,,TRUE,우산 없다 잃어버리다,우산을 잃어버리셨나요?
NIA-2020,1803,,TRUE,우산 실종,우산을 잃어버리셨나요?
NIA-2020,1804,,TRUE,우산 없다 실종,우산을 잃어버리셨나요?
NIA-2020,1805,,TRUE,우산 찾다 실종,우산을 잃어버리셨나요?
NIA-2020,1806,,TRUE,우산 사라지다 실종,우산을 잃어버리셨나요?
NIA-2020,1807,,TRUE,우산 잃어버리다 실종,우산을 잃어버리셨나요?
NIA-2020,1808,,TRUE,우산 실종 잃어버리다,우산을 잃어버리셨나요?
NIA-2020,1809,,TRUE,지갑 잃어버리다,지갑을 분실하셨나요?
NIA-2020,1810,,TRUE,지갑 없다 잃어버리다,지갑을 분실하셨나요?
NIA-2020,1811,,TRUE,지갑 실종,지갑을 분실하셨나요?
NIA-2020,1812,,TRUE,지갑 없다 실종,지갑을 분실하셨나요?
NIA-2020,1813,,TRUE,지갑 찾다 실종,지갑을 분실하셨나요?
NIA-2020,1814,,TRUE,지갑 사라지다 실종,지갑을 분실하셨나요?
NIA-2020,1815,,TRUE,지갑 잃어버리다 실종,지갑을 분실하셨나요?
NIA-2020,1816,,TRUE,지갑 실종 잃어버리다,지갑을 분실하셨나요?
NIA-2020,1817,,TRUE,카드 잃어버리다,카드를 분실하셨나요?
NIA-2020,1818,,TRUE,카드 없다 잃어버리다,카드를 분실하셨나요?
NIA-2020,1819,,TRUE,카드 실종,카드를 분실하셨나요?
NIA-2020,1820,,TRUE,카드 없다 실종,카드를 분실하셨나요?
NIA-2020,1821,,TRUE,카드 찾다 실종,카드를 분실하셨나요?
NIA-2020,1822,,TRUE,카드 사라지다 실종,카드를 분실하셨나요?
NIA-2020,1823,,TRUE,카드 잃어버리다 실종,카드를 분실하셨나요?
NIA-2020,1824,,TRUE,카드 실종 잃어버리다,카드를 분실하셨나요?
NIA-2020,1825,,TRUE,우회전 맞다,우회전 맞으시죠?
NIA-2020,1826,,TRUE,우회전 맞다,우회전 맞으시죠?
NIA-2020,1827,,TRUE,우회전 맞다,우회전 맞으시죠?
NIA-2020,1828,,TRUE,우회전 맞다,우회전 맞으시죠?
NIA-2020,1829,,TRUE,우회전 확인 맞다,우회전 맞으시죠?
NIA-2020,1830,,TRUE,우회전 확인 맞다,우회전 맞으시죠?
NIA-2020,1831,,TRUE,우회전 확인 맞다,우회전 맞으시죠?
NIA-2020,1832,,TRUE,우회전 확인 맞다,우회전 맞으시죠?
NIA-2020,1833,,FALSE,우회전 맞다,우회전이 맞습니다.
NIA-2020,1834,,FALSE,우회전 맞다,우회전이 맞습니다.
NIA-2020,1835,,FALSE,우회전 맞다,우회전이 맞습니다.
NIA-2020,1836,,FALSE,우회전 맞다,우회전이 맞습니다.
NIA-2020,1837,,FALSE,우회전 확인 맞다,우회전이 맞습니다.
NIA-2020,1838,,FALSE,우회전 확인 맞다,우회전이 맞습니다.
NIA-2020,1839,,FALSE,우회전 확인 맞다,우회전이 맞습니다.
NIA-2020,1840,,FALSE,우회전 확인 맞다,우회전이 맞습니다.
NIA-2020,1841,,TRUE,좌회전 맞다,좌회전 맞으시죠?
NIA-2020,1842,,TRUE,좌회전 맞다,좌회전 맞으시죠?
NIA-2020,1843,,TRUE,좌회전 맞다,좌회전 맞으시죠?
NIA-2020,1844,,TRUE,좌회전 맞다,좌회전 맞으시죠?
NIA-2020,1845,,TRUE,좌회전 확인 맞다,좌회전 맞으시죠?
NIA-2020,1846,,TRUE,좌회전 확인 맞다,좌회전 맞으시죠?
NIA-2020,1847,,TRUE,좌회전 확인 맞다,좌회전 맞으시죠?
NIA-2020,1848,,TRUE,좌회전 확인 맞다,좌회전 맞으시죠?
NIA-2020,1849,,FALSE,좌회전 맞다,좌회전이 맞습니다.
NIA-2020,1850,,FALSE,좌회전 맞다,좌회전이 맞습니다.
NIA-2020,1851,,FALSE,좌회전 맞다,좌회전이 맞습니다.
NIA-2020,1852,,FALSE,좌회전 맞다,좌회전이 맞습니다.
NIA-2020,1853,,FALSE,좌회전 확인 맞다,좌회전이 맞습니다.
NIA-2020,1854,,FALSE,좌회전 확인 맞다,좌회전이 맞습니다.
NIA-2020,1855,,FALSE,좌회전 확인 맞다,좌회전이 맞습니다.
NIA-2020,1856,,FALSE,좌회전 확인 맞다,좌회전이 맞습니다.
NIA-2020,1857,,FALSE,우산 실종,우산을 분실하였습니다.
NIA-2020,1858,,FALSE,우산 없다 실종,우산을 분실하였습니다.
NIA-2020,1859,,FALSE,우산 찾다 실종,우산을 분실하였습니다.
NIA-2020,1860,,FALSE,우산 사라지다 실종,우산을 분실하였습니다.
NIA-2020,1861,,FALSE,우산 잃어버리다 실종,우산을 분실하였습니다.
NIA-2020,1862,,FALSE,우산 실종 잃어버리다,우산을 분실하였습니다.
NIA-2020,1863,,FALSE,사진기 잃어버리다,카메라를 분실하였습니다.
NIA-2020,1864,,FALSE,사진기 없다 잃어버리다,카메라를 분실하였습니다.
